"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrez","symbol"
429.307634703778,-5.81588408288211,0.233812963692397,-13.4110515951161,5.20948578838154e-41,4.56817066948552e-38,"4257","MGST1"
245.353836369497,-2.9184717586589,0.219317976019204,-13.030048732805,8.25549105515308e-39,6.87723682349528e-36,"148206","ZNF714"
120.460190130885,3.50687727731103,0.24471716689829,12.7658813999806,2.54256203806174e-37,2.01722029124508e-34,"54","ACP5"
1540.02058976458,2.31668907950054,0.286307463425165,12.6924591226372,6.5108881294336e-37,4.93081396020424e-34,"1029","CDKN2A"
207.145627531804,-2.6291982291061,0.206190987934935,-12.5209926566579,5.73138314209738e-36,4.15176411002106e-33,"7024","TFCP2"
1749.91440873517,2.04328512528355,0.163264319598885,12.5070143578593,6.83450844253813e-36,4.74457271504699e-33,"90060","CCDC120"
2071.93922204629,1.35891671293929,0.109228839700192,12.43796802804,1.62587496767255e-35,1.08354811345569e-32,"5580","PRKCD"
137.939147018003,3.36679754393495,0.252066697977516,12.3399125749675,5.52158046812896e-35,3.53827123767294e-32,"4050","LTB"
34252.7950766468,1.81678538195382,0.149726621812496,12.1343997508733,6.94171552519983e-34,4.28355268019831e-31,"92745","SLC38A5"
666.233543396606,-2.12118910535042,0.184577698966782,-11.4653738725825,1.96907371089517e-30,1.17166918204373e-27,"1107","CHD3"
329.517308400183,2.882133473475,0.250240608980301,11.4446156114169,2.50211041554895e-30,1.43750557356762e-27,"943","TNFRSF8"
107.795686281984,3.23632906604271,0.258682872587137,11.3846855901721,4.98477075772525e-30,2.76837551981535e-27,"84866","TMEM25"
2301.96462610306,2.00529582893417,0.176912503623265,11.3313035721184,9.1827787474076e-30,4.93529924872768e-27,"90952","ESAM"
994.292888821115,2.25497288672646,0.201224122693677,11.1939449147906,4.36568317888052e-29,2.27302023260401e-26,"5649","RELN"
113.055013089164,3.25349399096401,0.266457888103643,11.0819608736081,1.53474002309775e-28,7.74857682570657e-26,"605","BCL7A"
2041.33398366059,-1.11828839615511,0.101099004971818,-11.0592120865074,1.9782765961435e-28,9.69413716716083e-26,"23070","CMTR1"
579.82955177393,-2.02347537531831,0.183228793760434,-11.0165499992072,3.18015258873458e-28,1.5138434937402e-25,"171392","ZNF675"
283.318935393624,-2.92927548972807,0.272473676548649,-10.7890627011755,3.87723633782728e-27,1.79440651734834e-24,"2070","EYA4"
588.596476269645,-2.42952452636102,0.225173110040715,-10.7657653206877,4.9944839995509e-27,2.24900264639237e-24,"2239","GPC4"
522.127289112959,2.44012405408242,0.228852417543997,10.6400498420162,1.94025526087266e-26,8.5069981319472e-24,"23612","PHLDA3"
138.764251650219,-2.74288877189693,0.251178965912593,-10.5908913761698,3.28449157661664e-26,1.38671819503551e-23,"64757","MTARC1"
81.3894873265988,2.89111598036694,0.252555918501951,10.5896242432073,3.32925561499433e-26,1.38671819503551e-23,"26240","FAM50B"
13320.7439870048,-1.23237311059633,0.117137232795003,-10.5204645833333,6.95298912867516e-26,2.82545736275261e-23,"5885","RAD21"
278.658059805389,-1.6683012767503,0.160559852484298,-10.3508138494851,4.14943380051417e-25,1.64604087024682e-22,"4037","LRP3"
1336.86094898138,-1.36375814381813,0.131760156803465,-10.3457566355501,4.37446994151259e-25,1.69495450454747e-22,"79056","PRRG4"
873.593947059932,-1.55401812688088,0.150451040462017,-10.3200222716816,5.72098856459072e-25,2.11816423276991e-22,"57698","SHTN1"
360.284810963049,2.13197695212254,0.205756418233893,10.3211239869543,5.65571450198789e-25,2.11816423276991e-22,"8228","PNPLA4"
486.781331437286,1.50201728010464,0.145474165828763,10.3104509966998,6.32040182955958e-25,2.28922206265853e-22,"8416","ANXA9"
91.6416134047299,3.52705947202474,0.268633359546024,10.2780714920422,8.84802721915789e-25,3.13653152124233e-22,"1485","CTAG1B"
168.299896342089,-2.40230439205254,0.233758913552467,-10.1212497207464,4.44700766041444e-24,1.54357488812844e-21,"79027","ZNF655"
87.831299163391,3.54571942982947,0.268899084571233,10.0211977353155,1.23003165968498e-23,4.18235866979826e-21,"246100","CTAG1A"
602.584240286855,2.26173031756137,0.226730634849853,9.96516798993474,2.16507534474746e-23,7.2144640637675e-21,"50512","PODXL2"
137.907573610353,-2.24790516337326,0.224768893414994,-9.836291074375,7.85534937909242e-23,2.5662348236286e-20,"8671","SLC4A4"
177.582874704123,-2.07358294383086,0.208984542642418,-9.82285532939695,8.97643065592107e-23,2.8760829068904e-20,"2820","GPD2"
149.008474842273,-2.34541313140263,0.236566208993048,-9.759067313642,1.68699511294457e-22,5.30321237297539e-20,"27300","ZNF544"
3619.04244653576,0.925814090846982,0.0951481759387322,9.72967755790718,2.25305999307828e-22,6.95152454531059e-20,"91300","R3HDM4"
878.297900636754,2.08018469927243,0.214859810423393,9.67657636787479,3.79202036945855e-22,1.14870638864634e-19,"57175","CORO1B"
30796.4816577472,0.877675917055454,0.0907505461918061,9.67125115977307,3.99464154848389e-22,1.18847719355875e-19,"6929","TCF3"
571.694166078369,-1.51575753603689,0.157325686248588,-9.62180422213924,6.46864278595352e-22,1.8907729378381e-19,"9858","PPP1R26"
